algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,6.149418327789527,0.28933099254965783,nan,0.4013498241783911,nan,nan,1000.0,0.45029613432691307,0.3096331597597009,11531,590,18867,44,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.548593690754973,0.0,4.548593690754973,0.9183356573229071,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,6.149418327789527,0.2833873263249795,nan,0.4416320053832851,nan,nan,1000.0,0.5001587703200607,0.3140866474095127,11547,547,18858,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.551841868143491,0.0,4.551841868143491,0.9193153095583628,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,6.149418327789527,0.2671603255470594,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1252,19576,84,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.576652518766448,0.0,4.576652518766448,0.9046652724367712,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,6.149418327789527,0.24768932710091274,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5940385308821625,0.0,4.5940385308821625,0.8952551562936734,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,6.149418327789527,0.24246466057995955,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.605659411129598,0.0,4.605659411129598,0.8879998623703999,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,6.149418327789527,0.2410346603145202,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.605659411129598,0.0,4.605659411129598,0.8879998623703999,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,6.149418327789527,0.2355379943549633,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,445,18699,56,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.615939595739769,0.0,4.615939595739769,0.8863619706728797,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,6.149418327789527,0.2297173272818327,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,853,19203,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.623855092856391,0.0,4.623855092856391,0.8871751734091825,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,6.149418327789527,0.22349832812945047,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.634104160762651,0.0,4.634104160762651,0.8856835908211568,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,6.149418327789527,0.21453399429718653,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.645814035094647,0.0,4.645814035094647,0.8820536983067581,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,6.149418327789527,0.2108733280003071,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.663753134103914,0.0,4.663753134103914,0.8562141959249566,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,6.149418327789527,0.20543932795524597,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.677699807919672,0.0,4.677699807919672,0.842540266243137,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,6.149418327789527,0.19839766152203084,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.685012953705203,0.0,4.685012953705203,0.8411760793261039,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,6.149418327789527,0.19396432789663473,nan,0.38371670884153897,nan,nan,1000.0,0.4165470346699281,0.3049236216600614,11447,905,19217,81,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.688695032643566,0.0,4.688695032643566,0.8427924318568254,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,6.149418327789527,0.19418366186320782,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.688695032643566,0.0,4.688695032643566,0.8427924318568254,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,6.149418327789527,0.19409266106784342,nan,0.3674928587169883,nan,nan,1000.0,0.4316336269189867,0.260782541618455,11560,481,18771,30,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.688695032643566,0.0,4.688695032643566,0.8427924318568254,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,6.149418327789527,0.19342932932078838,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.688695032643566,0.0,4.688695032643566,0.8427924318568254,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,6.149418327789527,0.18996799545983473,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.695884679515696,0.0,4.695884679515696,0.8416836734188766,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,6.149418327789527,0.18957299488286178,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.695884679515696,0.0,4.695884679515696,0.8416836734188766,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,6.149418327789527,0.1895806624243657,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.695884679515696,0.0,4.695884679515696,0.8416836734188766,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,6.149418327789527,0.18533132833739122,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,535,18806,55,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.707453327583721,0.0,4.707453327583721,0.8312702116112848,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,6.149418327789527,0.17993866252402466,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,426,18704,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.714753409168587,0.0,4.714753409168587,0.8265149329008482,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,6.149418327789527,0.1795486613859733,nan,0.3668124485977943,nan,nan,1000.0,0.4033863706728982,0.2640345156215655,11495,740,19038,53,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.714753409168587,0.0,4.714753409168587,0.8265149329008482,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,6.149418327789527,0.17753066251675287,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.720218185415721,0.0,4.720218185415721,0.8242523474083064,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,6.149418327789527,0.1751393287628889,nan,0.3605361532997882,nan,nan,1000.0,0.5457549214707221,0.25951214677994866,11560,497,18795,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.722106643769305,0.0,4.722106643769305,0.8250314599541858,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,6.149418327789527,0.16710332890351615,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.733971577921993,0.0,4.733971577921993,0.8198293869475276,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,6.149418327789527,0.16524166209002336,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.739195142455868,0.0,4.739195142455868,0.8176823933429593,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,6.149418327789527,0.16261532867948214,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.74710835919167,0.0,4.74710835919167,0.8069415855925828,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,6.149418327789527,0.1627153293788433,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,496,18759,51,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.74710835919167,0.0,4.74710835919167,0.8069415855925828,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,6.149418327789527,0.162328662921985,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.74710835919167,0.0,4.74710835919167,0.8069415855925828,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,6.149418327789527,0.15771766235431037,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.752196092523133,0.0,4.752196092523133,0.8068392613987856,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,6.149418327789527,0.15045366264879703,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,431,18711,32,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.758475513364685,0.0,4.758475513364685,0.8081019108551761,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,6.149418327789527,0.1429486630856991,nan,0.3962168540563124,nan,nan,1000.0,0.458759999900086,0.2862087780185167,11487,750,19064,35,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7622244757393855,0.0,4.7622244757393855,0.8103486060757908,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,6.149418327789527,0.14312066321571668,nan,0.4217806412753647,nan,nan,1000.0,0.3430047317194653,0.2927186173126451,11596,378,18658,30,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7622244757393855,0.0,4.7622244757393855,0.8103486060757908,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,6.149418327789527,0.14285532996058464,nan,0.36776711666798323,nan,nan,1000.0,0.3111996779388084,0.2914569546837753,11589,389,18622,76,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7622244757393855,0.0,4.7622244757393855,0.8103486060757908,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,6.149418327789527,0.14052232968310516,nan,0.3939205503148674,nan,nan,1000.0,0.521838525410269,0.29359357300100447,11574,431,18714,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.778179211280608,0.0,4.778179211280608,0.762113063425089,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,6.149418327789527,0.14054632989068827,nan,0.3630560122525886,nan,nan,1000.0,0.45214273015860024,0.27030499662242097,11555,531,18816,38,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.778179211280608,0.0,4.778179211280608,0.762113063425089,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,6.149418327789527,0.13761932959159215,nan,0.42352460040036294,nan,nan,1000.0,0.6348302878737662,0.3051387011507719,11555,514,18815,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.78635390566927,0.0,4.78635390566927,0.7493705799378038,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,6.149418327789527,0.13499466352164746,nan,0.39360762569307894,nan,nan,1000.0,0.29691597653554175,0.3065234335693342,11591,390,18622,83,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.790050078842843,0.0,4.790050078842843,0.748868705443262,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,6.149418327789527,0.13046633002658686,nan,0.387586017151397,nan,nan,1000.0,0.39655386101388906,0.29789864852397635,11519,669,18958,74,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7957937390462755,0.0,4.7957937390462755,0.7475907231301463,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,6.149418327789527,0.12788266321023306,nan,0.4015632959686999,nan,nan,1000.0,0.36988282866736827,0.2963580344172067,11507,719,19009,85,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797704083280718,0.0,4.797704083280718,0.7482962333310204,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,6.149418327789527,0.12761699676513671,nan,0.4575469118601136,nan,nan,1000.0,0.602230724894202,0.3274871082806169,11493,762,19109,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797704083280718,0.0,4.797704083280718,0.7482962333310204,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,6.149418327789527,0.12794899662335713,nan,0.39183797120526603,nan,nan,1000.0,0.4665739982625547,0.2800164082546166,11537,561,18852,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797704083280718,0.0,4.797704083280718,0.7482962333310204,nan,nan,nan,nan
